episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
60,1.0,-0.4041896896893096,-4.26307409657483,0.042500862768417635,-15.0,0.9333333333333332,3,0.0,False,True,0.20327796065074494,0,68.6832042317529,1002.326,prepare,0.0
60,2.0,-0.40367938468393366,-4.2633070253238134,-0.006193803953828981,-15.0,0.9333333333333332,3,140.0,False,True,0.20402094434098464,0,68.6832042317529,1002.39,in_progress,0.0
60,3.0,-0.39911226152298196,-4.264478841958703,-0.3570460174688041,-30.0,1.8666666666666665,1,140.9,False,True,0.210670493109183,0,68.6832042317529,1002.451,in_progress,0.0
60,4.0,-0.3738306849124423,-4.272021250816653,-2.17249943040752,-15.0,2.8,5,140.0,False,True,0.24747945811499986,1,68.6832042317529,1002.519,in_progress,0.0
60,5.0,-0.3366168412815569,-4.284544280927577,-4.815440627270434,30.0,0.9333333333333332,12,140.9,False,True,0.3016613269534387,1,68.6832042317529,1002.592,in_progress,0.0
60,6.0,-0.29242066400077016,-4.3010574932505845,-7.747372386893528,30.0,2.8,14,140.9,False,True,0.3660091944927263,1,68.6832042317529,1002.663,in_progress,0.0
60,7.0,-0.22455988468004745,-4.3197923187532306,-9.834101945881931,-15.0,0.9333333333333332,3,140.0,False,True,0.4648101811214808,1,68.6832042317529,1002.726,in_progress,0.0
60,8.0,-0.16629354099306534,-4.333510348538801,-10.633232863791484,30.0,1.8666666666666665,13,140.9,False,True,0.5496432614125294,1,68.6832042317529,1002.797,in_progress,0.0
60,9.0,-0.08998879003448332,-4.349631822285798,-11.00322646316938,30.0,1.8666666666666665,13,140.9,False,True,0.6607394738423402,2,68.6832042317529,1002.848,in_progress,0.0
60,10.0,-0.00346221504924335,-4.363633183580759,-10.424071116165923,15.0,0.9333333333333332,9,140.0,False,True,0.7867183133004267,2,68.6832042317529,1002.913,in_progress,0.0
60,11.0,0.07808484227689869,-4.370026201186923,-8.526145215748553,-15.0,1.8666666666666665,4,70.0,False,True,0.9054477577705179,2,68.6832042317529,1002.992,in_progress,0.0
60,12.0,0.175590806100158,-4.380395642910798,-7.755363369090685,0.0,0.9333333333333332,6,70.0,False,True,1.0474122868410263,2,68.6832042317529,1003.057,in_progress,0.0
60,13.0,0.2738660927830651,-4.390854654935803,-7.108353568806168,15.0,1.8666666666666665,10,70.0,False,True,1.1904969170260131,3,68.6832042317529,1003.127,in_progress,0.0
60,14.0,0.35551409743249224,-4.394530929338081,-5.6848311621955885,-30.0,1.8666666666666665,1,70.9,False,True,1.309373057156819,3,68.6832042317529,1003.185,in_progress,0.0
60,15.0,0.4731897979054044,-4.401273466339526,-4.810389923729659,30.0,0.9333333333333332,12,70.9,False,True,1.4807060732688895,3,68.6832042317529,1003.253,in_progress,0.0
60,16.0,0.5635985836809623,-4.4057021922111534,-4.317542820557497,30.0,0.9333333333333332,12,70.9,False,True,1.6123376082334457,4,68.6832042317529,1003.317,in_progress,0.0
60,17.0,0.6483652508677398,-4.403119270964346,-2.2955943122809215,30.0,0.9333333333333332,12,70.9,False,True,1.7357545127030911,4,68.6832042317529,1003.396,in_progress,0.0
60,18.0,0.7435439384272822,-4.38920438550982,1.6253277881919532,30.0,1.8666666666666665,13,70.9,False,True,1.874332246864431,4,68.6832042317529,1003.449,in_progress,0.0
60,19.0,0.8131603553929265,-4.370178145700035,5.492435032067929,15.0,0.9333333333333332,9,70.0,False,True,1.9756909673031902,5,68.6832042317529,1003.518,in_progress,0.0
60,20.0,0.8943022630688093,-4.339225070814838,10.716188534132314,-15.0,0.9333333333333332,3,140.0,False,True,2.093830341526459,5,68.6832042317529,1003.591,in_progress,0.0
60,21.0,0.9740327445240098,-4.302008145226608,15.501173153804892,15.0,0.9333333333333332,9,140.0,False,True,2.209914936540919,5,68.6832042317529,1003.65,in_progress,0.0
60,22.0,1.0267236294682107,-4.274079144643573,18.43848250007401,-30.0,1.8666666666666665,1,140.9,False,True,2.2866306141322097,5,68.6832042317529,1003.726,in_progress,0.0
60,23.0,1.096463257450363,-4.237389203508648,21.182411963920067,-15.0,2.8,5,140.0,False,True,2.388168534715742,5,68.6832042317529,1003.793,in_progress,0.0
60,24.0,1.172487957156438,-4.2018585150835115,22.439748198025963,-30.0,0.9333333333333332,0,140.9,False,True,2.4988572745149398,6,68.6832042317529,1003.853,in_progress,0.0
60,25.0,1.2540250495726495,-4.169571623447887,22.10955170704624,-30.0,0.9333333333333332,0,140.9,False,True,2.6175718545752904,6,68.6832042317529,1003.93,in_progress,0.0
60,26.0,1.3294365482508934,-4.144780234110291,20.911341224736578,-30.0,0.9333333333333332,0,70.9,False,True,2.727366830531642,6,68.6832042317529,1003.985,in_progress,0.0
60,27.0,1.3892694001446007,-4.131188711500688,18.89277900460149,15.0,2.8,11,70.0,False,True,2.8144808834256434,6,68.6832042317529,1004.056,in_progress,0.0
60,28.0,1.4738325636082494,-4.1172625663546425,15.778328007528492,0.0,0.9333333333333332,6,70.0,False,True,2.9376012768344775,7,68.6832042317529,1004.125,in_progress,0.0
60,29.0,1.5512107139664941,-4.10793111296726,13.019503220258805,0.0,1.8666666666666665,7,70.0,False,True,3.05026064186375,7,68.6832042317529,1004.191,in_progress,0.0
60,30.0,1.6201364781134027,-4.101419348870712,10.935466535290118,-30.0,2.8,2,70.9,False,True,3.150611938683693,7,68.6832042317529,1004.265,in_progress,0.0
60,31.0,1.7224135264246054,-4.097581079463267,7.514546348525082,-30.0,2.8,2,70.9,False,True,3.2995231377990972,8,68.6832042317529,1004.315,in_progress,0.0
60,32.0,1.8330093762596666,-4.107730588803394,2.252433182905954,-15.0,2.8,5,70.0,False,True,3.460546525811079,8,68.6832042317529,1004.392,in_progress,0.0
60,33.0,1.9392159619453522,-4.128832813626805,-3.235095811373439,15.0,0.9333333333333332,9,70.0,False,True,3.6151816045760397,8,68.6832042317529,1004.437,in_progress,0.0
60,34.0,2.0480221422901965,-4.160504832399085,-9.611407049548491,-15.0,1.8666666666666665,4,140.0,False,True,3.773599364105335,9,68.6832042317529,1004.527,in_progress,0.0
60,35.0,2.1730359650741535,-4.208609240424129,-16.05706875913986,-15.0,2.8,5,140.0,False,True,3.9556176387930706,9,68.6832042317529,1004.583,in_progress,0.0
60,36.0,2.279975123348958,-4.260729361553931,-20.42084196189866,0.0,1.8666666666666665,7,140.0,False,True,4.111314737570585,9,68.6832042317529,1004.653,in_progress,0.0
60,37.0,2.3913544975288907,-4.327237160404658,-25.544075290825717,15.0,0.9333333333333332,9,140.0,False,True,4.273476049776883,10,68.6832042317529,1004.714,in_progress,0.0
60,38.0,2.4989733740530733,-4.393057142835491,-28.441174844502328,30.0,1.8666666666666665,13,70.9,False,True,4.430154778336683,10,68.6832042317529,1004.792,in_progress,0.0
60,39.0,2.5923881661378605,-4.445205651433495,-28.723031579864806,0.0,0.9333333333333332,6,70.0,False,True,4.566157935893852,10,68.6832042317529,1004.854,in_progress,0.0
60,40.0,2.700018569973854,-4.4981264289011085,-27.672755239060194,30.0,2.8,14,70.9,False,True,4.722858381178687,11,68.6832042317529,1004.923,in_progress,0.0
60,41.0,2.808545751091729,-4.543355914094761,-25.37372694003062,30.0,1.8666666666666665,13,101.2,False,True,4.880861370546363,11,68.6832042317529,1004.99,in_progress,0.0
60,42.0,2.911606161571854,-4.572067607269273,-21.473472617511995,30.0,2.8,14,101.2,False,True,5.030910033537054,11,68.6832042317529,1005.045,in_progress,0.0
60,43.0,3.167224774040146,-4.607187489941916,-10.853443061321615,-30.0,1.8666666666666665,1,101.2,False,True,5.403177862763555,12,68.6832042317529,1005.144,in_progress,0.0
60,44.0,3.2423556739997945,-4.606289575331771,-6.806317904715039,15.0,0.9333333333333332,9,100.3,False,True,5.512565284189867,13,68.6832042317529,1005.193,in_progress,0.0
60,45.0,3.331090331940903,-4.600239502350233,-1.8255344514534153,0.0,0.9333333333333332,6,100.3,False,True,5.641758286795061,13,68.6832042317529,1005.257,in_progress,0.0
60,46.0,3.4226344646200495,-4.585245601470079,3.779426242467667,15.0,1.8666666666666665,10,100.3,False,True,5.7751552864037246,13,68.6832042317529,1005.319,in_progress,0.0
60,47.0,3.554414916674934,-4.5520603315403205,11.811411016667872,0.0,2.8,8,180.54,False,True,5.96700437911064,14,68.6832042317529,1005.393,in_progress,0.0
60,48.0,3.6654256384594017,-4.512393310153628,16.788920749378303,30.0,0.9333333333333332,12,70.9,False,True,6.1286100679456945,14,68.6832042317529,1005.459,in_progress,0.0
60,49.0,3.7719708947473096,-4.456109572813632,24.258856656436535,15.0,1.8666666666666665,10,70.0,False,True,6.283636959001787,14,68.6832042317529,1005.517,in_progress,0.0
60,50.0,3.8651942104131636,-4.396510334026643,30.18062445804932,-15.0,2.8,5,70.0,False,True,6.419355224105382,15,68.6832042317529,1005.586,in_progress,0.0
60,51.0,3.977535134502825,-4.307832411143193,36.65183829301417,-15.0,1.8666666666666665,4,140.0,False,True,6.582804072312031,15,68.6832042317529,1005.662,in_progress,0.0
60,52.0,4.059328892944816,-4.227114730900725,41.82709658936743,15.0,0.9333333333333332,9,140.0,False,True,6.702056081196922,15,68.6832042317529,1005.718,in_progress,0.0
60,53.0,4.1497232720724675,-4.116779811631516,48.66731020313045,-15.0,0.9333333333333332,3,70.0,False,True,6.833890296518893,16,68.6832042317529,1005.798,in_progress,0.0
60,54.0,4.1974864159858,-4.04690449466843,52.66683033437224,30.0,2.8,14,70.9,False,True,6.903573152517599,16,68.6832042317529,1005.854,in_progress,0.0
60,55.0,4.265483997634175,-3.9380725502517793,56.194439189780574,-15.0,2.8,5,100.3,False,True,7.002795509794801,16,68.6832042317529,1005.925,in_progress,0.0
60,56.0,4.320699337296595,-3.8373761654258804,58.25085928467242,30.0,2.8,14,101.2,False,True,7.082347348679121,16,68.6832042317529,1005.99,in_progress,0.0
60,57.0,4.3812180041967945,-3.712597206632286,61.16157970391357,-15.0,0.9333333333333332,3,0.001,False,False,7.170407143682553,16,68.6832042317529,1006.052,in_progress,0.0
60,58.0,4.43182053931471,-3.5848349706619924,64.7869485008009,15.0,1.8666666666666665,10,0.001,False,False,7.244028181562079,17,68.6832042317529,1006.113,in_progress,0.0
60,59.0,4.479888796142498,-3.4586564628546625,66.88550475735637,0.0,2.8,8,0.0018000000000000002,True,False,7.313960083904925,17,68.6832042317529,1006.195,off_track,0.0
61,1.0,3.0303201925629186,-4.263238662574892,-0.02310119327024323,15.0,0.9333333333333332,9,0.0,False,True,0.20378706548998538,12,68.6832042317529,1006.658,prepare,0.0
61,2.0,3.0307585026029296,-4.263255266243098,-0.035981810949674835,-15.0,2.8,5,140.0,False,True,0.20442522555061404,12,68.6832042317529,1006.726,in_progress,0.0
61,3.0,3.037017205620405,-4.2625334326531545,0.1931078322227511,15.0,0.9333333333333332,9,140.0,False,True,0.21353772676499308,12,68.6832042317529,1006.803,in_progress,0.0
61,4.0,3.0522655054833128,-4.263829340556101,-0.48960014857980644,0.0,2.8,8,252.0,False,True,0.235738498512119,12,68.6832042317529,1006.852,in_progress,0.0
61,5.0,3.0884453947148525,-4.264635992408893,-0.570888852488921,-30.0,0.9333333333333332,0,140.9,False,True,0.2884153047892829,12,68.6832042317529,1006.923,in_progress,0.0
61,6.0,3.1169838174967914,-4.268121095726935,-1.3256883760743496,15.0,0.9333333333333332,9,140.0,False,True,0.3299667475715973,12,68.6832042317529,1006.99,in_progress,0.0
61,7.0,3.1769270482866903,-4.276283103802778,-2.909756980897439,-15.0,0.9333333333333332,3,140.0,False,True,0.41724319436938007,12,68.6832042317529,1007.059,in_progress,0.0
61,8.0,3.2337687457767035,-4.285164421379628,-4.355909489797676,30.0,0.9333333333333332,12,140.9,False,True,0.5000040648382297,13,68.6832042317529,1007.123,in_progress,0.0
61,9.0,3.2745087000995796,-4.291345217292363,-5.096783727883668,30.0,2.8,14,140.9,False,True,0.5593209449273489,13,68.6832042317529,1007.187,in_progress,0.0
61,10.0,3.358291204425669,-4.301008359192123,-5.587123797967691,-15.0,1.8666666666666665,4,140.0,False,True,0.6813066966085212,13,68.6832042317529,1007.258,in_progress,0.0
61,11.0,3.4372480658270836,-4.306897396520467,-5.251971664090262,0.0,0.9333333333333332,6,140.0,False,True,0.7962814209337615,13,68.6832042317529,1007.32,in_progress,0.0
61,12.0,3.53103426805555,-4.310487813127488,-4.13113658994657,-30.0,0.9333333333333332,0,140.9,False,True,0.9328323168418529,14,68.6832042317529,1007.398,in_progress,0.0
61,13.0,3.5962832831475784,-4.315031317363889,-4.0713180423983175,30.0,1.8666666666666665,13,140.9,False,True,1.0278347277736564,14,68.6832042317529,1007.459,in_progress,0.0
61,14.0,3.696667766011331,-4.3239703833232666,-4.424547520603465,15.0,0.9333333333333332,9,140.0,False,True,1.1739738820964511,14,68.6832042317529,1007.531,in_progress,0.0
61,15.0,3.7916359970303155,-4.326103079194131,-3.346619717074256,15.0,0.9333333333333332,9,140.0,False,True,1.3122442284819722,14,68.6832042317529,1007.6,in_progress,0.0
61,16.0,3.863847750548232,-4.3252964687550115,-2.248446178885362,15.0,1.8666666666666665,10,140.0,False,True,1.417381503360593,15,68.6832042317529,1007.654,in_progress,0.0
61,17.0,3.930665030162041,-4.321053234908193,-0.7066307636852638,-30.0,0.9333333333333332,0,140.9,False,True,1.5146639966953561,15,68.6832042317529,1007.719,in_progress,0.0
61,18.0,4.016253428052084,-4.314305288329317,1.034332846029903,30.0,1.8666666666666665,13,140.9,False,True,1.6391631795440538,15,68.6832042317529,1007.791,in_progress,0.0
61,19.0,4.104848821576473,-4.307735221664242,2.1219068004629955,15.0,0.9333333333333332,9,140.0,False,True,1.768167729086087,15,68.6832042317529,1007.854,in_progress,0.0
61,20.0,4.197275083774324,-4.292585072443004,4.71180682981336,-15.0,0.9333333333333332,3,140.0,False,True,1.902767263806586,16,68.6832042317529,1007.929,in_progress,0.0
61,21.0,4.294701060335427,-4.277029655008831,6.284303155320335,-30.0,2.8,2,140.9,False,True,2.044681504971986,16,68.6832042317529,1007.973,in_progress,0.0
61,22.0,4.351153659218303,-4.270743100855795,6.283664637872048,-15.0,0.9333333333333332,3,140.0,False,True,2.12687156069722,16,68.6832042317529,1008.053,in_progress,0.0
61,23.0,4.437619015533288,-4.266849076221934,4.963336541966983,-30.0,0.9333333333333332,0,140.9,False,True,2.252760005222401,17,68.6832042317529,1008.121,in_progress,0.0
61,24.0,4.533255481481042,-4.27032254612065,2.459377736819006,-30.0,0.9333333333333332,0,140.9,False,True,2.3920043452869093,17,68.6832042317529,1008.192,in_progress,0.0
61,25.0,4.612162230363293,-4.2789785358154955,-0.2039440310030903,0.0,2.8,8,252.0,False,True,2.5065952835923584,17,68.6832042317529,1008.257,in_progress,0.0
61,26.0,4.6667083282271244,-4.290156928955207,-2.7940810007392716,0.0,0.9333333333333332,6,140.0,False,True,2.585804364054782,17,68.6832042317529,1008.324,in_progress,0.0
61,27.0,4.759135370665371,-4.31450078224628,-7.231925871703488,15.0,0.9333333333333332,9,140.0,False,True,2.719924728341035,18,68.6832042317529,1008.386,in_progress,0.0
61,28.0,4.843863051357404,-4.338803252001445,-10.135198387283879,-15.0,0.9333333333333332,3,140.0,False,True,2.8428367379559756,18,68.6832042317529,1008.454,in_progress,0.0
61,29.0,4.901485609503224,-4.356370511192246,-11.762644376356006,30.0,1.8666666666666665,13,140.9,False,True,2.9265149335414824,18,68.6832042317529,1008.525,in_progress,0.0
61,30.0,4.982379993536747,-4.378372082492485,-12.856405447236444,15.0,1.8666666666666665,10,70.0,False,True,3.0439127000614254,18,68.6832042317529,1008.589,in_progress,0.0
61,31.0,5.06067857559047,-4.3967786083188605,-12.990126425100975,0.0,0.9333333333333332,6,70.0,False,True,3.157592324552784,19,68.6832042317529,1008.658,in_progress,0.0
61,32.0,5.156514165618415,-4.41835732142716,-12.932730616527207,-15.0,2.8,5,70.0,False,True,3.2967495864282785,19,68.6832042317529,1008.719,in_progress,0.0
61,33.0,5.2474718931160105,-4.444712822972504,-14.115174141325163,30.0,0.9333333333333332,12,70.9,False,True,3.4359820257877467,19,68.6832042317529,1008.785,in_progress,0.0
61,34.0,5.341470096190773,-4.4727040710269375,-15.161017427333066,30.0,0.9333333333333332,12,70.9,False,True,3.5734259254105116,20,68.6832042317529,1008.845,in_progress,0.0
61,35.0,5.4159464925239575,-4.489949171601614,-14.537157686572158,15.0,0.9333333333333332,9,70.0,False,True,3.682219153921673,20,68.6832042317529,1008.925,in_progress,0.0
61,36.0,5.504086137716895,-4.504754503758977,-12.784370800939488,30.0,0.9333333333333332,12,70.9,False,True,3.81449225582758,20,68.6832042317529,1008.986,in_progress,0.0
61,37.0,5.572901331362436,-4.508406823321286,-10.154351991372211,30.0,0.9333333333333332,12,70.9,False,True,3.914786044353481,20,68.6832042317529,1009.055,in_progress,0.0
